cluster	gene
ASD	LOC283585
ASD	LOC375196
ASD	LOC375295
ASD	LOC554223
ASD	LOC642423
ASD	LOC643837
ASD	LOC728012
ASD	LRP1B
ASD	LRRC59
ASD	LRRC8B
ASD	LTC4S
ASD	LTV1
ASD	LURAP1
ASD	MACROD2-AS1
ASD	MAD1L1
ASD	MAML1
ASD	MAP3K2
ASD	MAP4
ASD	MCHR2
ASD	MCOLN1
ASD	MDFIC
ASD	ME1
ASD	MECR
ASD	MEGF10
ASD	METTL11B
ASD	MFHAS1
ASD	MGAT4B
ASD	MIPEP
ASD	MIR1226
ASD	MIR1229
ASD	MIR1246
ASD	MIR137
ASD	MIR137HG
ASD	MIR182
ASD	MIR183
ASD	MIR2113
ASD	MIR2682
ASD	MIR3119-1
ASD	MIR3134
ASD	MIR4660
ASD	MIR4711
ASD	MIR4783
ASD	MIR548A2
ASD	MIR96
ASD	MORC1
ASD	MRGPRX3
ASD	MSRA
ASD	MTUS1
ASD	MYCBPAP
ASD	MZT1
ASD	NDUFB1
ASD	NF1
ASD	NFIB
ASD	NLRP11
ASD	NLRP4
ASD	NOC2L
ASD	NOS1AP
ASD	NPSR1
ASD	NPSR1-AS1
ASD	NREP
ASD	NRF1
ASD	NRG2
ASD	NRG3
ASD	NTN4
ASD	ODC1
ASD	OLFML2B
ASD	OMG
ASD	OR10H2
ASD	OR10H3
ASD	OR6X1
ASD	OR8A1
ASD	OR8B12
ASD	OTOP2
ASD	OTOP3
ASD	PANK1
ASD	PANX3
ASD	PAPPA
ASD	PARK2
ASD	PARP11
ASD	PCP2
ASD	PDE7A
ASD	PDGFRL
ASD	PDK4
ASD	PET100
ASD	PGM3
ASD	PHACTR2
ASD	PIK3R3
ASD	PKP4
ASD	PLEKHM3
ASD	PMM2
ASD	PNPLA6
ASD	POMGNT1
ASD	PON2
ASD	POU6F2
ASD	PPP1R3B
ASD	PPP2R2D
ASD	PRKAR1A
ASD	PROC
ASD	PRSS55
ASD	PTBP3
ASD	RAB11FIP4
ASD	RALGDS
ASD	RCAN2
ASD	RFPL4AL1
ASD	RHOB
ASD	RNA5SP244
ASD	RP1L1
ASD	RPS19BP1
ASD	RSAD1
ASD	RSPO1
ASD	RSU1
ASD	RWDD2A
ASD	RYK
ASD	S100A10
ASD	S100A11
ASD	SAA3P
ASD	SAAL1
ASD	SAMD11
ASD	SEMA6D
ASD	SERTM1
ASD	SGCD
ASD	SHANK1
ASD	SHISA6
ASD	SLC14A2
ASD	SLC15A1
ASD	SLC28A1
ASD	SMARCC1
ASD	SMCR7L
ASD	SNAR-F
ASD	SOS1
ASD	SOX1
ASD	SPATA13
ASD	SQSTM1
ASD	SRSF4
ASD	ST3GAL3
ASD	STARD4-AS1
ASD	STK33
ASD	SUSD1
ASD	SYNE2
ASD	SYT3
ASD	SYTL3
ASD	TACC1
ASD	TBC1D9B
ASD	TBX18
ASD	TDO2
ASD	TES
ASD	TEX41
ASD	TFDP2
ASD	TLE1
ASD	TMCC3
ASD	TMEM106B
ASD	TMEM132D
ASD	TMEM181
ASD	TMEM200B
ASD	TPH1
ASD	TRDN
ASD	TRIM47
ASD	TRIM65
ASD	TSPAN1
ASD	UBE2H
ASD	UMODL1
ASD	UNC13C
ASD	UNC13D
ASD	UNK
ASD	USH1G
ASD	USP12
ASD	USP7
ASD	VDAC1
ASD	WBP2
ASD	WDPCP
ASD	WWOX
ASD	XAB2
ASD	XKR6
ASD	ZC2HC1B
ASD	ZFP1
ASD	ZNF202
ASD	ZNF710
ASD	ZNF718
ASD	ZNF876P
ASD	ZNRD1-AS1
ASD	ZNRF1
ASD	ZNRF4
BIP	A1BG
BIP	ABCC3
BIP	ACADS
BIP	ACAT2
BIP	ACOT12
BIP	ACPP
BIP	ACSS2
BIP	ACTN3
BIP	ACVR1
BIP	ADAD1
BIP	ADAM15
BIP	ADAMTS19
BIP	ADAMTSL4
BIP	ADARB2
BIP	ADCY2
BIP	ADCY9
BIP	ADD3
BIP	ADRM1
BIP	ADSSL1
BIP	AGTRAP
BIP	AK5
BIP	AKAP1
BIP	AKT1
BIP	ALAS1
BIP	ALPK3
BIP	ANAPC5
BIP	ANK3
BIP	ANKHD1-EIF4EBP3
BIP	ANKRD11
BIP	ANKRD23
BIP	ANKRD32
BIP	ANKRD40
BIP	ANKRD62P1-PARP4P3
BIP	ANKS1B
BIP	ANP32E
BIP	APBA2
BIP	APOH
BIP	ARHGAP15
BIP	ARL3
BIP	ARMC7
BIP	ARVCF
BIP	AS3MT
BIP	ASB16
BIP	ASB16-AS1
BIP	ASH2L
BIP	ASPHD1
BIP	ASTN2
BIP	ATP10D
BIP	ATP13A1
BIP	ATP1B3
BIP	ATP2B1
BIP	ATP6V1G3
BIP	ATXN7L3
BIP	AVPR1A
BIP	B3GALT1
BIP	B3GAT1
BIP	BAG4
BIP	BAK1
BIP	BANF2
BIP	BCCIP
BIP	BCL11B
BIP	BIN2
BIP	BLOC1S5-TXNDC5
BIP	BMPR1B
BIP	BOLL
BIP	BRAF
BIP	BRE
BIP	BRE-AS1
BIP	BTG4
BIP	C10orf137
BIP	C10orf32-AS3MT
BIP	C10orf40
BIP	C11orf45
BIP	C11orf80
BIP	C11orf88
BIP	C12orf43
BIP	C14orf23
BIP	C14orf28
BIP	C15orf53
BIP	C15orf59
BIP	C16orf55
BIP	C16orf72
BIP	C16orf78
BIP	C16orf92
BIP	C17orf53
BIP	C17orf99
BIP	C19orf45
BIP	C19orf52
BIP	C21orf58
BIP	C2orf16
BIP	C2orf69
BIP	C2orf82
BIP	C6orf15
BIP	C7orf10
BIP	C7orf55-LUC7L2
BIP	C9orf171
BIP	C9orf24
BIP	CA14
BIP	CABP1
BIP	CACNA1C
BIP	CACNA1C-AS4
BIP	CACNA1C-IT3
BIP	CACNA1D
BIP	CACNA2D2
BIP	CACNB2
BIP	CADM2
BIP	CAPG
BIP	CAPN11
BIP	CAPZA3
BIP	CARM1
BIP	CASC1
BIP	CASD1
BIP	CATSPER3
BIP	CCDC121
BIP	CCDC148
BIP	CCDC33
BIP	CCDC87
BIP	CCDC88C
BIP	CCHCR1
BIP	CCS
BIP	CD276
BIP	CD47
BIP	CDCA2
BIP	CDH13
BIP	CDH4
BIP	CDH8
BIP	CDK10
BIP	CDKN2C
BIP	CDSN
BIP	CELF3
BIP	CEP112
BIP	CERS6
BIP	CHDH
BIP	CHMP1A
BIP	CHMP2A
BIP	CHRM3
BIP	CIRH1A
BIP	CISD1
BIP	CLCN6
BIP	CNNM3
BIP	CNNM4
BIP	CNOT1
BIP	CNTN4
BIP	CNTN5
BIP	COG8
BIP	COL11A1
BIP	COL1A2
BIP	COL21A1
BIP	COMMD5
BIP	COMMD8
BIP	COMT
BIP	CORO2B
BIP	COX6A1
BIP	COX8A
BIP	CPLX3
BIP	CPNE7
BIP	CPXM2
BIP	CRIP3
BIP	CRLS1
BIP	CSK
BIP	CSMD1
BIP	CSMD3
BIP	CTNNBL1
BIP	CTNND2
BIP	CTSF
BIP	CTTNBP2
BIP	CUL4A
BIP	CYB5B
BIP	CYP11A1
BIP	CYP17A1
BIP	CYP1A2
BIP	CYP2R1
BIP	DAGLA
BIP	DAZAP2
BIP	DBC1
BIP	DCAF12
BIP	DCBLD1
BIP	DCST1
BIP	DCST2
BIP	DDHD2
BIP	DDN
BIP	DDR1
BIP	DENND2A
BIP	DEPDC5
BIP	DFNA5
BIP	DGCR8
BIP	DGKG
BIP	DHRS11
BIP	DHX32
BIP	DIP2A
BIP	DIP2A-IT1
BIP	DIP2C
BIP	DIRC3
BIP	DKFZP434K028
BIP	DLGAP2
BIP	DMRTA2
BIP	DNAJB4
BIP	DNAJB7
BIP	DNAJC13
BIP	DNM1P41
BIP	DNM2
BIP	DNMT3A
BIP	DOC2A
BIP	DOCK2
BIP	DOCK3
BIP	DOCK5
BIP	DPEP1
BIP	DRAM1
BIP	DRAXIN
BIP	DSG2
BIP	DSG3
BIP	DSG4
BIP	DSN1
BIP	DST
BIP	DSTN
BIP	DTWD2
BIP	DYNLRB1
BIP	DZIP3
BIP	ECM1
BIP	EDEM2
BIP	EEF1A2
BIP	EEF1E1-MUTED
BIP	EFHB
BIP	EFHD1
BIP	EFNA3
BIP	EFTUD1P1
BIP	EIF5B
BIP	ELOVL2
BIP	ELOVL2-AS1
BIP	ENDOU
BIP	ENOX1
BIP	EPM2AIP1
BIP	ERCC6
BIP	ERCC6-PGBD3
BIP	ESPN
BIP	EXO1
BIP	F11
BIP	FAAH
BIP	FADS1
BIP	FADS2
BIP	FADS3
BIP	FAF1
BIP	FAHD2B
BIP	FAM174B
BIP	FAM178B
BIP	FAM196B
BIP	FAM219A
BIP	FAM57B
BIP	FANCA
BIP	FARP1
BIP	FAT1
BIP	FBXO31
BIP	FEN1
BIP	FER1L5
BIP	FERMT1
BIP	FGF12
BIP	FLI1
BIP	FLJ35282
BIP	FOS
BIP	FOXG1
BIP	FOXP1
BIP	FRMD3
BIP	FRYL
BIP	FTCD
BIP	FTCDNL1
BIP	FTSJ2
BIP	FUBP1
BIP	FYN
BIP	GABRA1
BIP	GABRA5
BIP	GABRB1
BIP	GABRB3
BIP	GABRG3
BIP	GAL
BIP	GAL3ST3
BIP	GALNT10
BIP	GATAD2A
BIP	GATC
BIP	GCKR
BIP	GET4
BIP	GGNBP1
BIP	GGNBP2
BIP	GGT7
BIP	GIGYF2
BIP	GJA9-MYCBP
BIP	GLB1L2
BIP	GLT8D1
BIP	GLTSCR1
BIP	GMIP
BIP	GNAS
BIP	GNAS-AS1
BIP	GNL3
BIP	GNRH1
BIP	GOLGA4
BIP	GOLGA6L4
BIP	GOLGA6L5
BIP	GOLT1A
BIP	GOPC
BIP	GPN1
BIP	GPR135
BIP	GPR151
BIP	GPR158
BIP	GRIN2A
BIP	GRINA
BIP	GRK5
BIP	GRXCR1
BIP	GSDMA
BIP	GSDMB
BIP	GTF2H4
BIP	HAPLN4
BIP	HAUS2
BIP	HCG22
BIP	HDAC4
BIP	HDAC5
BIP	HDHD2
BIP	HEATR2
BIP	HHLA2
BIP	HIRIP3
BIP	HIST1H1B
BIP	HIST1H2AJ
BIP	HIST1H2AK
BIP	HIST1H2AL
BIP	HIST1H2AM
BIP	HIST1H2BI
BIP	HIST1H2BL
BIP	HIST1H2BM
BIP	HIST1H2BN
BIP	HIST1H2BO
BIP	HIST1H3G
BIP	HIST1H3H
BIP	HIST1H3I
BIP	HIST1H3J
BIP	HIST1H4H
BIP	HIST1H4J
BIP	HIST1H4K
BIP	HIST1H4L
BIP	HKR1
BIP	HLA-B
BIP	HLA-C
BIP	HLA-DRA
BIP	HLA-DRB1
BIP	HLA-DRB5
BIP	HLF
BIP	HMGB3P1
BIP	HN1
BIP	HNF1A
BIP	HNF1A-AS1
BIP	HNF4G
BIP	HNRNPC
BIP	HOTAIRM1
BIP	HOXA1
BIP	HOXA2
BIP	HOXA3
BIP	HOXA4
BIP	HRH3
BIP	HS6ST3
BIP	HTR6
BIP	IFT57
BIP	IKZF3
BIP	IL12A
BIP	IL17RB
BIP	IL2
BIP	IL21
BIP	IL34
BIP	ILF3
BIP	ILF3-AS1
BIP	INF2
BIP	INO80D
BIP	INO80E
BIP	IPMK
BIP	IRS1
BIP	ITCH
BIP	ITIH1
BIP	ITIH3
BIP	ITIH4
BIP	ITPR3
BIP	KATNAL2
BIP	KCNB1
BIP	KCNC2
BIP	KCNG2
BIP	KCNJ1
BIP	KCNJ10
BIP	KCNJ13
BIP	KCNJ5
BIP	KCNN2
BIP	KCNQ2
BIP	KCNS1
BIP	KCTD13
BIP	KCTD9
BIP	KDM2B
BIP	KIAA0040
BIP	KIAA1143
BIP	KIAA1161
BIP	KIAA1211L
BIP	KIAA1239
BIP	KIAA1324L
BIP	KIAA1524
BIP	KIF15
BIP	KIF24
BIP	KIF2B
BIP	KIRREL
BIP	KISS1
BIP	KIT
BIP	KLC1
BIP	KLHDC10
BIP	KLKB1
BIP	KLRG2
BIP	KMT2D
BIP	KMT2E
BIP	KRAS
BIP	L3HYPDH
BIP	LACE1
BIP	LAMA5
BIP	LAMP3
BIP	LAYN
BIP	LCMT1
BIP	LEP
BIP	LHX2
BIP	LINC00051
BIP	LINC00336
BIP	LINC00568
BIP	LINC00583
BIP	LINC00637
BIP	LINC00648
BIP	LINC00658
BIP	LINC00896
BIP	LINC00930
BIP	LINC00933
BIP	LINC00934
BIP	LINGO2
BIP	LINGO4
BIP	LMAN1L
BIP	LMAN2L
BIP	LMNB1
BIP	LOC100128881
BIP	LOC100129148
BIP	LOC100129195
BIP	LOC100129213
BIP	LOC100129518
BIP	LOC100129636
BIP	LOC100131289
BIP	LOC100131691
BIP	LOC100216545
BIP	LOC100216546
BIP	LOC100505633
BIP	LOC100505666
BIP	LOC100505679
BIP	LOC100505933
BIP	LOC100506035
BIP	LOC100506085
BIP	LOC100507173
BIP	LOC152742
BIP	LOC256021
BIP	LOC283177
BIP	LOC284412
BIP	LOC284865
BIP	LOC285441
BIP	LOC388152
BIP	LOC388849
BIP	LOC401242
BIP	LOC440300
BIP	LOC440354
BIP	LOC494141
BIP	LOC554206
BIP	LOC606724
BIP	LOC613038
BIP	LOC642423
BIP	LOC646268
BIP	LOC646862
BIP	LOC650368
BIP	LOC729041
BIP	LOC729739
BIP	LOC731779
BIP	LRFN4
BIP	LRP1B
BIP	LRRC3C
BIP	LRRC41
BIP	LRRC57
BIP	LRRC8D
BIP	LRRFIP2
BIP	LRRN4
BIP	LSM1
BIP	LSS
BIP	LUC7L2
BIP	LUC7L3
BIP	LYG1
BIP	LYRM5
BIP	LYSMD4
BIP	LYZL4
BIP	MACROD1
BIP	MAD1L1
BIP	MAP1LC3A
BIP	MAP1LC3B
BIP	MAP2
BIP	MAPK1
BIP	MAPRE2
BIP	MARCH1
BIP	MARK2
BIP	MARS2
BIP	MATN4
BIP	MBOAT1
BIP	MBTD1
BIP	MCCC1
BIP	MCHR1
BIP	MCL1
BIP	MCM3AP
BIP	MCM3AP-AS1
BIP	MCOLN1
BIP	MCTP1
BIP	MDGA2
BIP	MEF2A
BIP	MGAT4A
BIP	MGC2752
BIP	MINOS1-NBL1
BIP	MIR1251
BIP	MIR129-1
BIP	MIR1908
BIP	MIR199A1
BIP	MIR2053
BIP	MIR2113
BIP	MIR2467
BIP	MIR3127
BIP	MIR3138
BIP	MIR34B
BIP	MIR34C
BIP	MIR3914-1
BIP	MIR3914-2
BIP	MIR4257
BIP	MIR4263
BIP	MIR4269
BIP	MIR4461
BIP	MIR4484
BIP	MIR4513
BIP	MIR4640
BIP	MIR4669
BIP	MIR4681
BIP	MIR4700
BIP	MIR4748
BIP	MIR4754
BIP	MIR4758
BIP	MIR4761
BIP	MIR4766
BIP	MIR4774
BIP	MIR4801
BIP	MIR548AI
BIP	MIR548Y
BIP	MIR5579
BIP	MIR611
BIP	MIR638
BIP	MIR661
BIP	MIR708
BIP	MKL1
BIP	MLEC
BIP	MLH1
BIP	MMP21
BIP	MMP9
BIP	MPP6
BIP	MRM1
BIP	MROH2B
BIP	MRPL14
BIP	MRPL18
BIP	MRPL30
BIP	MRPL33
BIP	MRPL9
BIP	MRPS17
BIP	MRPS33
BIP	MSI1
BIP	MSRA
BIP	MTG2
BIP	MTHFR
BIP	MTSS1L
BIP	MTX3
BIP	MUC21
BIP	MUC22
BIP	MUSTN1
BIP	MXI1
BIP	MYCN
BIP	MYCNOS
BIP	MYH10
BIP	MYH15
BIP	MYO16
BIP	MYO1G
BIP	MYRF
BIP	MZF1
BIP	NAA40
BIP	NAMA
BIP	NAP1L1
BIP	NBL1
BIP	NCAN
BIP	NCOA5
BIP	NCOA6
BIP	NDEL1
BIP	NDFIP2
BIP	NDFIP2-AS1
BIP	NDRG3
BIP	NEDD4
BIP	NEK4
BIP	NEK7
BIP	NEXN
BIP	NGEF
BIP	NHSL1
BIP	NIP7
BIP	NIPAL1
BIP	NLGN1
BIP	NMB
BIP	NME1
BIP	NME2
BIP	NOL11
BIP	NOL9
BIP	NPAS3
BIP	NPPA
BIP	NPPA-AS1
BIP	NR2C2AP
BIP	NRG1
BIP	NRG1-IT3
BIP	NRXN1
BIP	NSUN4
BIP	NT5C
BIP	NTRK3
BIP	NUDT1
BIP	NUDT12
BIP	NUDT2
BIP	NUDT9P1
BIP	OASL
BIP	OAZ3
BIP	OCIAD1
BIP	OCIAD2
BIP	OPLAH
BIP	OR2B2
BIP	OR2J2
BIP	OR2W1
BIP	OR4B1
BIP	OR4X2
BIP	OR7E12P
BIP	OR8A1
BIP	ORMDL3
BIP	OSBPL2
BIP	OTUB1
BIP	OTUD7B
BIP	PABPC1L
BIP	PACS1
BIP	PACSIN2
BIP	PALM2
BIP	PALM2-AKAP2
BIP	PANX3
BIP	PARP10
BIP	PBRM1
BIP	PC
BIP	PCBD2
BIP	PCGEM1
BIP	PCGF5
BIP	PCID2
BIP	PCNT
BIP	PDE3B
BIP	PDGFB
BIP	PHLDA1
BIP	PI3
BIP	PIGM
BIP	PIGU
BIP	PIP5K1P1
BIP	PISD
BIP	PITPNC1
BIP	PLCL1
BIP	PLCZ1
BIP	PLEC
BIP	PLEKHA6
BIP	PLEKHG5
BIP	PLEKHO1
BIP	PLXNA4
BIP	PNLDC1
BIP	PNPLA6
BIP	POC1A
BIP	POC1B
BIP	POC1B-GALNT4
BIP	POM121L2
BIP	POU5F1
BIP	POU6F1
BIP	POU6F2
BIP	PP2D1
BIP	PPAPDC1B
BIP	PPDPF
BIP	PPM1F
BIP	PPP1R13B
BIP	PPP2R2A
BIP	PPP6R3
BIP	PQLC1
BIP	PRDM11
BIP	PREX2
BIP	PRICKLE2
BIP	PRICKLE2-AS3
BIP	PRKAG1
BIP	PRKCA
BIP	PRKD1
BIP	PROKR2
BIP	PROZ
BIP	PRPF3
BIP	PRR14L
BIP	PRSS16
BIP	PRSS35
BIP	PSMD3
BIP	PSORS1C1
BIP	PSORS1C2
BIP	PTDSS1
BIP	PTGIS
BIP	PTK6
BIP	PTPRD
BIP	PTPRJ
BIP	PTPRR
BIP	PTRF
BIP	QTRT1
BIP	RAB38
BIP	RAB3IL1
BIP	RAB5A
BIP	RANBP1
BIP	RAPGEF3
BIP	RBKS
BIP	RBM14-RBM4
BIP	RBM4
BIP	RBM4B
BIP	RBPJL
BIP	RBX1
BIP	RCE1
BIP	RCOR2
BIP	RETNLB
BIP	REV1
BIP	RFXANK
BIP	RGS18
BIP	RHBDD1
BIP	RHBDL2
BIP	RIIAD1
BIP	RIN3
BIP	RIT2
BIP	RMST
BIP	RNF34
BIP	RNU5E-1
BIP	RORC
BIP	ROS1
BIP	RPAP3
BIP	RPGRIP1
BIP	RPL8
BIP	RPRD2
BIP	RPS14P3
BIP	RPS5
BIP	RPS6KA2
BIP	RPTOR
BIP	RRAS2
BIP	RRBP1
BIP	RUNX1
BIP	RWDD3
BIP	RXRA
BIP	SAA1
BIP	SAA2
BIP	SAA2-SAA4
BIP	SCAMP2
BIP	SCAND2P
BIP	SDC4
BIP	SEC11A
BIP	SEMG2
BIP	SEZ6L2
BIP	SF3B2
BIP	SFI1
BIP	SFMBT1
BIP	SFTA2
BIP	SFXN2
BIP	SGCE
BIP	SGCZ
BIP	SGMS1
BIP	SH2D6
BIP	SHANK2
BIP	SHANK2-AS1
BIP	SIAE
BIP	SIVA1
BIP	SKAP2
BIP	SLA2
BIP	SLAIN2
BIP	SLC10A4
BIP	SLC10A7
BIP	SLC12A5
BIP	SLC16A5
BIP	SLC1A1
BIP	SLC1A3
BIP	SLC20A2
BIP	SLC22A7
BIP	SLC24A4
BIP	SLC25A17
BIP	SLC27A5
BIP	SLC2A9
BIP	SLC35F4
BIP	SLC38A7
BIP	SLC39A12
BIP	SLC44A2
BIP	SLC45A4
BIP	SLC48A1
BIP	SLC4A1
BIP	SLC4A1AP
BIP	SLC4A9
BIP	SLC8A3
BIP	SLPI
BIP	SLX1A
BIP	SLX1B-SULT1A4
BIP	SMAGP
BIP	SMARCA4
BIP	SMEK1
BIP	SMIM14
BIP	SMIM19
BIP	SMOC1
BIP	SNAP23
BIP	SNAP91
BIP	SNHG15
BIP	SNORA20
BIP	SNORA29
BIP	SNORA38B
BIP	SNORA70C
BIP	SNORA9
BIP	SNORD19
BIP	SNORD19B
BIP	SNORD69
BIP	SNTB2
BIP	SNX16
BIP	SNX19
BIP	SNX27
BIP	SNX8
BIP	SOD2
BIP	SOGA1
BIP	SORBS2
BIP	SORCS2
BIP	SPATA2L
BIP	SPATA6L
BIP	SPATC1
BIP	SPATC1L
BIP	SPATS2L
BIP	SPCS1
BIP	SPG7
BIP	SPIRE2
BIP	SPON1
BIP	SPPL3
BIP	SPTBN2
BIP	SRMS
BIP	SRPK2
BIP	SRSF9
BIP	SSBP2
BIP	ST13
BIP	STAR
BIP	STARD9
BIP	STAT3
BIP	STAT5A
BIP	STK24
BIP	STK39
BIP	STK4
BIP	STK4-AS1
BIP	STON1-GTF2A1L
BIP	SUFU
BIP	SUGP1
BIP	SULF1
BIP	SUMO2
BIP	SUN1
BIP	SUPT16H
BIP	SUPT7L
BIP	SYNE1
BIP	SYT16
BIP	SYT4
BIP	TAOK2
BIP	TARS2
BIP	TBC1D21
BIP	TBRG1
BIP	TCEB3B
BIP	TCEB3C
BIP	TCEB3CL2
BIP	TCERG1
BIP	TCF19
BIP	TCF25
BIP	TCP1
BIP	TDRKH
BIP	TENM4
BIP	TERF2
BIP	TFAP2B
BIP	THBS4
BIP	THSD7A
BIP	THSD7B
BIP	TLR9
BIP	TM6SF2
BIP	TMC6
BIP	TMC8
BIP	TMCO4
BIP	TMED6
BIP	TMEM108
BIP	TMEM110
BIP	TMEM110-MUSTN1
BIP	TMEM219
BIP	TMEM258
BIP	TMEM56
BIP	TMEM56-RWDD3
BIP	TMEM63B
BIP	TMUB2
BIP	TNFRSF25
BIP	TNN
BIP	TNRC6C
BIP	TNRC6C-AS1
BIP	TOMM34
BIP	TOP3B
BIP	TPTEP1
BIP	TRANK1
BIP	TRIAP1
BIP	TRIM27
BIP	TRIM28
BIP	TRIM8
BIP	TRMT2A
BIP	TRPC4AP
BIP	TRPM3
BIP	TRUB1
BIP	TSGA10
BIP	TSHB
BIP	TSNARE1
BIP	TSPAN2
BIP	TSPAN5
BIP	TSSK6
BIP	TTBK1
BIP	TTF1
BIP	TTLL1
BIP	TWF2
BIP	TXK
BIP	TXNDC15
BIP	TXNDC9
BIP	TXNRD2
BIP	TYW5
BIP	UBAP1
BIP	UBAP2
BIP	UBE2D1
BIP	UBE2E3
BIP	UBE2K
BIP	UBE2M
BIP	UBE2Q2P1
BIP	UBN2
BIP	UBTF
BIP	UGGT2
BIP	ULK3
BIP	ULK4
BIP	UNC119B
BIP	UQCRH
BIP	UROS
BIP	UTP18
BIP	VAC14
BIP	VAPA
BIP	VARS2
BIP	VAV3
BIP	VIPR1
BIP	VN1R10P
BIP	VPS45
BIP	VPS4A
BIP	VPS9D1
BIP	VSTM2L
BIP	VWA8
BIP	VWC2
BIP	WBP1L
BIP	WBSCR17
BIP	WDR1
BIP	WDR73
BIP	WFDC12
BIP	WFDC5
BIP	WHSC1L1
BIP	WNT1
BIP	WNT10B
BIP	WSCD2
BIP	WTAP
BIP	XPNPEP1
BIP	XPNPEP3
BIP	XPR1
BIP	XRCC3
BIP	YAE1D1
BIP	YBEY
BIP	YIPF2
BIP	YJEFN3
BIP	YPEL1
BIP	YY1P2
BIP	ZAR1
BIP	ZBTB42
BIP	ZBTB45
BIP	ZC3HC1
BIP	ZCCHC14
BIP	ZCCHC2
BIP	ZDHHC24
BIP	ZDHHC8
BIP	ZFYVE21
BIP	ZKSCAN8
BIP	ZMIZ1
BIP	ZMYND11
BIP	ZNF101
BIP	ZNF106
BIP	ZNF132
BIP	ZNF14
BIP	ZNF165
BIP	ZNF184
BIP	ZNF192P1
BIP	ZNF195
BIP	ZNF204P
BIP	ZNF24
BIP	ZNF250
BIP	ZNF271
BIP	ZNF276
BIP	ZNF311
BIP	ZNF318
BIP	ZNF324B
BIP	ZNF34
BIP	ZNF358
BIP	ZNF383
BIP	ZNF385D
BIP	ZNF391
BIP	ZNF396
BIP	ZNF423
BIP	ZNF497
BIP	ZNF501
BIP	ZNF502
BIP	ZNF512
BIP	ZNF517
BIP	ZNF584
BIP	ZNF592
BIP	ZNF608
BIP	ZNF7
BIP	ZNF713
BIP	ZNF804A
BIP	ZNF837
BIP	ZNRF4
BIP	ZPBP
BIP	ZPBP2
BIP	ZSCAN12P1
BIP	ZSCAN16
BIP	ZSCAN2
BIP	ZSCAN30
BIP	ZZZ3
MDD	ABCA4
MDD	ABCG2
MDD	ABHD16A
MDD	ABLIM2
MDD	ABT1
MDD	ACADSB
MDD	ACE
MDD	ACTL8
MDD	ADARB1
MDD	ADARB2
MDD	ADO
MDD	AFAP1
MDD	AFG3L1P
MDD	AGBL4
MDD	AGER
MDD	AGPAT1
MDD	AJAP1
MDD	AMIGO3
MDD	ANK3
MDD	ANKK1
MDD	ANKMY1
MDD	ANKRD23
MDD	ANKRD39
MDD	APEH
MDD	APOA1
MDD	APOA4
MDD	APOA5
MDD	APOC3
MDD	AREL1
MDD	ARHGAP29
MDD	ARL3
MDD	ARNTL
MDD	AS3MT
MDD	ASAH1
MDD	ASIC2
MDD	ASTN2
MDD	ATAT1
MDD	ATF7
MDD	ATP5G2
MDD	ATP5O
MDD	ATP6V1G2
MDD	ATP6V1G2-DDX39B
MDD	AZIN1
MDD	B3GALTL
MDD	BAK1
MDD	BBS9
MDD	BCAP29
MDD	BCL11B
MDD	BEND4
MDD	BLOC1S5-TXNDC5
MDD	BMP1
MDD	BRE
MDD	BRE-AS1
MDD	BRWD1
MDD	BSN
MDD	BSN-AS2
MDD	BTBD18
MDD	BTN1A1
MDD	BTN2A1
MDD	BTN2A2
MDD	BTN2A3P
MDD	BTN3A1
MDD	BTN3A2
MDD	BTN3A3
MDD	C10orf32-AS3MT
MDD	C10orf71
MDD	C10orf76
MDD	C10orf88
MDD	C11orf31
MDD	C16orf3
MDD	C16orf78
MDD	C17orf74
MDD	C18orf54
MDD	C19orf35
MDD	C1GALT1
MDD	C1orf210
MDD	C1QL1
MDD	C1QTNF7
MDD	C2orf16
MDD	C3orf62
MDD	C4orf45
MDD	C5orf46
MDD	C6orf136
MDD	C6orf15
MDD	C6orf25
MDD	C7orf72
MDD	CACNA1E
MDD	CACNA2D1
MDD	CALCOCO1
MDD	CAMKV
MDD	CAPN10
MDD	CAPN13
MDD	CAPN2
MDD	CAPN8
MDD	CAPRIN2
MDD	CAPZB
MDD	CASP12
MDD	CC2D2A
MDD	CCDC121
MDD	CCDC152
MDD	CCDC36
MDD	CCDC68
MDD	CCDC71
MDD	CCDC83
MDD	CCHCR1
MDD	CCKBR
MDD	CDC25C
MDD	CDH18
MDD	CDHR4
MDD	CDSN
MDD	CDT1
MDD	CECR2
MDD	CELF4
MDD	CHAF1A
MDD	CHRM2
MDD	CHRNB1
MDD	CIT
MDD	CLDN22
MDD	CLDN24
MDD	CLIC1
MDD	CLP1
MDD	CNGA4
MDD	CNNM2
MDD	CNNM3
MDD	CNNM4
MDD	CNTN5
MDD	CNTNAP2
MDD	COG5
MDD	COL19A1
MDD	COL4A3
MDD	CPPED1
MDD	CRADD
MDD	CREB3L4
MDD	CRTC2
MDD	CRTC3
MDD	CSMD1
MDD	CSMD3
MDD	CSRNP3
MDD	CTNNA3
MDD	CTNND1
MDD	CTTNBP2
MDD	CTU2
MDD	CUBN
MDD	CWC15
MDD	CYB561
MDD	CYP17A1
MDD	DAG1
MDD	DBNDD1
MDD	DCAF4
MDD	DCAF4L1
MDD	DCAKD
MDD	DCC
MDD	DDAH2
MDD	DDR1
MDD	DENND1A
MDD	DENND4B
MDD	DGCR5
